name	gene	loc	str	base	opt	introns	don	acc	emm	imm	elen	ilen	icost
ch.14923	Gene:WBGene00007543	V:10229728-10230262	+	0.03680079573856081	0.0000	3	0.5270	0.0517	0.1071	0.1641	0.1106	0.5136	0.8651
ch.7204	Gene:WBGene00009443	III:4586437-4587429	-	0.5427111122227622	0.0478	11	0.9987	0.9844	0.9045	0.5427	0.4054	0.9903	0.9989
ch.428	Gene:WBGene00000205	I:3069224-3070249	-	0.8259813284374455	0.1053	7	0.0007	0.9810	0.0014	0.2713	0.0144	0.1463	0.9840
ch.13398	Gene:WBGene00003766	V:3987799-3988415	+	1.0075822760122317	0.0083	8	0.9976	0.8367	0.9987	0.9992	0.9764	0.0036	0.0113
ch.7375	Gene:WBGene00019631	III:5172619-5173437	+	0.6781559763946081	0.0217	9	0.9084	0.6655	0.9915	0.0062	0.0075	0.0234	0.9805
ch.12743	Gene:WBGene00000558	V:1447094-1447806	+	1.0262609987554738	0.0000	3	0.9470	0.7475	0.1746	0.1793	0.5666	0.3817	0.8193
ch.7249	Gene:WBGene00007173	III:4751777-4752469	-	0.6848866461034026	0.0907	7	0.9856	0.5618	0.0027	0.9969	0.9961	0.9966	0.9965
ch.5160	Gene:WBGene00045407	II:8883662-8884431	-	1.0375946200897623	0.0927	9	0.9990	0.9959	0.9951	0.9970	0.0035	0.9962	0.0107
ch.18040	Gene:WBGene00022822	X:3441738-3442557	+	1.3270453361439294	0.0000	6	0.0187	0.0582	0.1834	0.4458	0.7419	0.8543	0.1699
ch.19999	Gene:WBGene00009787	X:15259478-15260386	-	1.317821673725036	0.0009	39	0.7746	0.9966	0.0048	0.9995	0.0015	0.9998	0.1362
ch.1158	Gene:WBGene00000896	I:6553380-6554389	-	1.999280414943207	0.2314	18	0.6514	0.9906	0.0139	0.9973	0.0027	0.0065	0.9912
ch.6707	Gene:WBGene00044341	III:1495340-1496074	-	1.422364518418798	0.0000	2	0.3530	0.6098	0.5721	0.6428	0.8866	0.1458	0.5582
ch.18248	Gene:WBGene00004438	X:4715077-4715895	+	0.47965756494247613	0.2908	26	0.9990	0.8507	0.9975	0.0463	0.9930	0.0017	0.9970
ch.445	Gene:WBGene00021829	I:3162712-3163684	+	0.6683448380118793	0.1564	8	0.9876	0.9318	0.6503	0.9895	0.9994	0.9986	0.0059
ch.8797	Gene:WBGene00007702	III:11780132-11781140	+	1.6294249501353273	0.1113	9	0.9999	0.9767	0.4880	0.7169	0.0009	0.0017	0.0058
ch.4665	Gene:WBGene00044316	II:6752249-6753049	-	1.5717632647370892	0.0066	14	0.9978	0.9984	0.9993	0.9971	0.9921	0.0005	0.4649
ch.7672	Gene:WBGene00020823	III:6462115-6462955	-	0.6674883795816976	0.0623	5	0.9988	0.3420	0.9854	0.9876	0.0036	0.0038	0.9885
ch.16979	Gene:WBGene00013349	V:18085608-18086323	-	0.8705936608797529	0.0166	3	0.3426	0.2569	0.7368	0.3986	0.5958	0.7117	0.5294
ch.1076	Gene:WBGene00005000	I:6249455-6250296	-	1.334568547744133	0.0083	7	0.0052	0.9942	0.9955	0.0909	0.0216	0.0042	0.9934
ch.8364	Gene:WBGene00008170	III:9558568-9559530	-	0.6302245967026705	0.2068	12	0.9896	0.1522	0.9945	0.0003	0.0288	0.7238	0.8738
ch.5955	Gene:WBGene00044322	II:12460551-12461570	+	1.3399156578714635	0.0940	8	0.9997	0.5075	0.0003	0.9886	0.0005	0.0003	0.4005
ch.5613	Gene:WBGene00011072	II:10787211-10788019	+	0.4503802824247686	0.2220	13	0.9942	0.9977	0.8804	0.0206	0.0110	0.0069	0.0028
ch.1535	Gene:WBGene00004439	I:8328961-8329746	-	0.4319623496578445	0.1162	24	0.6413	0.9999	0.0047	0.9978	0.0021	0.9953	0.9989
ch.12966	Gene:WBGene00017499	V:2330328-2331029	+	1.3016563275088506	0.7780	49	0.7393	0.3827	0.9972	0.9998	0.0101	0.0023	0.9937
ch.15093	Gene:WBGene00005001	V:10900430-10901402	-	1.2453498587752607	0.1034	5	0.9958	0.9995	0.5414	0.0015	0.9998	0.9945	0.0173
ch.2784	Gene:WBGene00013406	I:14113535-14114184	+	0.76630406886413	0.1990	8	0.8847	0.9999	0.0043	0.9934	0.0020	0.9993	0.0022
ch.1696	Gene:WBGene00009346	I:8970190-8971130	+	0.1164785505403595	0.0474	21	0.9980	0.9976	0.1773	0.7219	0.9974	0.9918	0.8326
ch.7954	Gene:WBGene00000835	III:7860365-7861084	-	0.6690062169134497	0.0360	8	0.9969	0.9920	0.0134	0.9960	0.9984	0.9980	0.0021
ch.11169	Gene:WBGene00194658	IV:10294710-10295243	-	1.0221067838456934	0.0148	2	0.9987	0.7060	0.9962	0.0003	0.0038	0.0039	0.3725
ch.13615	Gene:WBGene00015339	V:4919106-4919690	+	0.9967229892040407	0.0001	13	0.9945	0.1201	0.7516	0.9812	0.8361	0.9523	0.3162
ch.11130	Gene:WBGene00011777	IV:10146125-10147084	-	0.7134317706905141	0.1264	10	0.0014	0.4478	0.9982	0.9970	0.0076	0.0357	0.9910
ch.7554	Gene:WBGene00016192	III:5925985-5927086	+	0.8752928025480745	0.1315	10	0.9810	0.7826	0.5333	0.4300	0.9858	0.9982	0.9818
ch.8909	Gene:WBGene00013728	III:12495985-12496529	+	0.20873092207945582	0.1292	3	0.9998	0.9246	0.9965	0.0008	0.9902	0.9965	0.8988
ch.6144	Gene:WBGene00009741	II:13494945-13495999	-	0.42745757581421406	0.0997	6	0.9973	0.9033	0.9845	0.0149	0.9984	0.9921	0.0175
ch.10372	Gene:WBGene00006572	IV:7043957-7044701	-	1.9987938649505557	0.1658	8	0.9959	0.8929	0.9901	0.9980	0.0025	0.9997	0.6166
ch.19857	Gene:WBGene00009091	X:14453456-14453934	-	0.3192911220416539	0.0001	3	0.3396	0.4831	0.6471	0.3384	0.7467	0.3513	0.2426
ch.15864	Gene:WBGene00010262	V:13992555-13993575	+	1.2722906901783066	0.0165	2	0.3173	0.9999	0.9979	0.9972	0.0001	0.9958	0.6731
ch.15456	Gene:WBGene00009096	V:12361200-12361843	-	1.0157247459535415	0.0000	3	0.2392	0.5428	0.9959	0.7218	0.5897	0.6016	0.6568
ch.19523	Gene:WBGene00023493	X:12356093-12356780	-	1.396698585207779	0.0106	3	0.0051	0.0183	0.9912	0.9978	0.0029	0.0027	0.9913
ch.16692	Gene:WBGene00011854	V:16820530-16821419	-	2.0000000000000013	0.1337	5	0.9980	0.4458	0.5825	0.9997	0.9903	0.0053	0.5896
ch.10197	Gene:WBGene00016764	IV:6205683-6206443	-	0.6884070830472105	0.1066	7	0.9993	0.9867	0.9931	0.9972	0.0027	0.9995	0.0007
ch.15703	Gene:WBGene00009982	V:13410976-13411813	+	1.1072612608306376	0.0476	20	0.9983	0.9948	0.6195	0.9971	0.9948	0.0032	0.0123
ch.9862	Gene:WBGene00019947	IV:4446115-4447098	+	1.6633524391354453	1.0416	34	0.0074	0.2940	0.3064	0.9991	0.0076	0.0047	0.9990
ch.298	Gene:WBGene00021475	I:2312395-2313057	+	1.9818190050635438	0.0096	4	0.0937	0.2396	0.2062	0.7286	0.4307	0.6637	0.9614
ch.13484	Gene:WBGene00017982	V:4345988-4346524	-	1.0050821364904066	0.0000	6	0.0974	0.9764	0.8728	0.8949	0.9155	0.0952	0.7362
ch.13396	Gene:WBGene00003768	V:3981879-3982840	+	1.3442594747652676	0.0322	11	0.9988	0.9913	0.9985	0.9948	0.9920	0.0014	0.9977
ch.4560	Gene:WBGene00019607	II:6360225-6361058	-	0.07996203721789046	0.0718	10	0.8538	0.0294	0.7301	0.4223	0.0002	0.0183	0.7925
ch.11420	Gene:WBGene00044290	IV:11320211-11320796	+	1.9038494035029117	1.3159	5	0.0017	0.1134	0.9992	0.0018	0.9946	0.3517	0.7686
ch.14304	Gene:WBGene00002256	V:7820477-7821576	+	0.7968919562429504	0.2490	10	0.4090	0.9951	0.4499	0.9981	0.3847	0.0067	0.9968
ch.7541	Gene:WBGene00017159	III:5878453-5879514	+	0.7613382760794495	0.6788	16	0.0091	0.8832	0.9895	0.9965	0.0090	0.1939	0.9905
ch.1982	Gene:WBGene00007712	I:10193141-10194098	+	1.3378043544914149	0.1576	8	0.0048	0.5826	0.9999	0.9998	0.0090	0.0056	0.9930
ch.17852	Gene:WBGene00018590	X:2163283-2164168	+	0.9100837914533688	0.0127	6	0.9988	0.6362	0.0164	0.9916	0.9977	0.9878	0.0100
ch.5500	Gene:WBGene00007022	II:10301115-10301987	+	0.3377568084531185	0.2936	18	0.9972	0.9908	0.2615	0.5369	0.0065	0.9975	0.9945
ch.16177	Gene:WBGene00011668	V:15175658-15176423	+	1.4091430180155742	0.9224	8	0.9757	0.9971	0.9549	0.0014	0.0022	0.0091	0.9950
ch.19517	Gene:WBGene00009634	X:12342845-12343478	-	1.3392754519456267	0.0137	2	0.0144	0.0015	0.9912	0.9878	0.0004	0.0005	0.9935
ch.13942	Gene:WBGene00018489	V:6520334-6521120	+	0.590403324961558	0.1535	13	0.9987	0.0017	0.0019	0.9991	0.0185	0.9900	0.0247
ch.1646	Gene:WBGene00008440	I:8758055-8759095	-	0.7626850221039324	0.1137	15	0.9960	0.0334	0.9774	0.0370	0.0081	0.0916	0.9179
ch.14219	Gene:WBGene00016923	V:7529015-7529549	+	1.202681420992285	0.0009	2	0.7676	0.3823	0.0479	0.1208	0.5943	0.7481	0.8149
ch.19007	Gene:WBGene00045261	X:9310524-9311424	-	1.8792828241563966	0.1476	2	0.0031	0.0004	0.9997	0.7913	0.0018	0.0048	0.9942
ch.3235	Gene:WBGene00021785	II:1402468-1403314	+	0.6417203753613331	0.0923	4	0.0031	0.0021	0.3204	0.6203	0.0006	0.2053	0.9965
ch.20167	Gene:WBGene00015546	X:16621706-16622844	+	1.3423182645267748	0.0001	7	0.1510	0.5096	0.3807	0.1693	0.2044	0.3453	0.0136
ch.10955	Gene:WBGene00007883	IV:9509999-9510668	-	1.273250924178854	0.0000	4	0.1037	0.9854	0.2741	0.9661	0.1386	0.0138	0.3070
ch.5954	Gene:WBGene00044323	II:12459660-12460653	+	0.11510136886935023	0.0976	11	0.3758	0.9074	0.9873	0.8440	0.0908	0.2290	0.8444
ch.13973	Gene:WBGene00004897	V:6655461-6656600	-	1.3332564360215187	0.0085	13	0.0768	0.5181	0.8714	0.1024	0.0261	0.1032	0.9998
ch.11635	Gene:WBGene00016590	IV:12281567-12282306	-	1.1056416142174226	0.4298	9	0.9883	0.9977	0.0028	0.6621	0.0052	0.9945	0.9971
ch.19526	Gene:WBGene00009639	X:12360643-12361258	+	1.3609339455749059	0.0100	3	0.0001	0.0027	0.9963	0.9978	0.0006	0.0111	0.9954
ch.5964	Gene:WBGene00008844	II:12484443-12485259	-	2.000000000000001	0.0258	4	0.9985	0.9964	0.9989	0.1948	0.9973	0.0056	0.7112
ch.17244	Gene:WBGene00045411	V:19432346-19433171	-	1.355789671434171	0.0062	7	0.9999	0.9944	0.9966	0.4874	0.0056	0.9983	0.4887
ch.5445	Gene:WBGene00009947	II:10030089-10031069	+	0.1503866829455896	0.1233	13	0.9976	0.8961	0.9992	0.0029	0.0024	1.0000	0.9840
ch.9894	Gene:WBGene00020084	IV:4633592-4634579	+	0.6737680207133987	0.2524	4	0.0205	0.5081	0.9952	0.0022	0.0015	0.0041	0.9999
ch.10525	Gene:WBGene00017999	IV:7709091-7709835	-	1.2281650574555882	0.5688	13	0.8098	0.9902	0.0001	0.6650	0.9945	0.9984	0.0120
ch.12965	Gene:WBGene00017490	V:2329343-2330053	-	1.3415397969268195	0.9765	66	0.6740	0.5752	0.9895	0.9990	0.0002	0.0003	0.9924
ch.6768	Gene:WBGene00018723	III:1951425-1952131	+	0.3586356809554651	0.0720	4	0.0196	0.1548	0.0028	0.9971	0.0040	0.0045	0.9796
ch.4034	Gene:WBGene00021795	II:4320735-4321716	+	0.6764685252160868	0.1581	8	0.0097	0.1135	0.9821	0.9946	0.0051	0.0142	0.9969
ch.241	Gene:WBGene00003750	I:1843283-1844058	+	0.5781744072299316	0.0310	6	0.9947	0.9955	0.0024	0.9996	0.0013	0.9989	0.0015
ch.15518	Gene:WBGene00007589	V:12607312-12608206	+	1.6046713174117837	0.0274	6	0.0039	0.4764	0.9957	0.9950	0.0040	0.0267	0.9967
ch.3092	Gene:WBGene00020181	II:700381-701224	-	0.6702663360020044	0.0316	16	0.9873	0.8809	0.9955	0.0395	0.0022	0.9460	0.9823
ch.10394	Gene:WBGene00016404	IV:7133347-7134182	-	1.3839076481721027	0.7828	13	0.9987	0.9982	0.3706	0.0039	0.9990	0.9973	0.0005
ch.12871	Gene:WBGene00019090	V:2015735-2016627	-	1.915196171175112	0.1296	5	0.0096	0.1910	0.0007	0.3939	0.0008	0.0102	0.9858
ch.1848	Gene:WBGene00004488	I:9624948-9625895	-	0.7219779633420537	0.2002	36	0.9858	0.7050	0.9916	0.9957	0.0034	0.0454	0.9996
ch.14065	Gene:WBGene00017621	V:7052616-7053299	-	1.1827552054067334	0.1161	3	0.9976	0.9972	0.4019	0.0007	0.0058	0.9892	0.9911
ch.5667	Gene:WBGene00009353	II:11049043-11050012	-	0.7209623741706002	0.0048	14	0.5249	0.1563	0.9930	0.2388	0.7462	0.9959	0.2192
ch.9194	Gene:WBGene00022045	IV:443884-444885	+	0.39151689154111147	0.1952	11	0.9973	0.4975	0.9932	0.5045	0.0006	0.0107	0.9570
ch.18676	Gene:WBGene00004990	X:7319836-7320453	-	0.5317243546849533	0.0012	10	0.9989	0.9950	0.9994	0.9949	0.0015	0.9983	0.9170
ch.19263	Gene:WBGene00010225	X:11008167-11009153	-	1.0190971700287768	0.1787	13	0.9706	0.7914	0.9755	0.2621	0.0338	0.9998	0.7961
ch.19955	Gene:WBGene00008980	X:14979587-14980239	+	1.2705353181143089	0.0317	7	0.9992	0.4880	0.9971	0.9980	0.9830	0.0107	0.0626
ch.12740	Gene:WBGene00044900	V:1442241-1443016	+	1.417993482809333	0.5310	2	0.0006	0.0018	0.9852	0.8602	0.0037	0.0041	0.9990
ch.7764	Gene:WBGene00219317	III:6969289-6970201	+	1.0074613970794577	0.0893	7	0.9984	0.8646	0.0025	0.0019	0.1742	0.9919	0.0041
ch.18421	Gene:WBGene00019160	X:5904552-5905444	+	0.694041681751929	0.2388	9	0.9985	0.3564	0.0009	0.9981	0.0031	0.9988	0.9708
ch.6632	Gene:WBGene00022357	III:1080800-1081399	+	1.3395682406058	0.9340	10	0.1534	0.2663	0.9979	0.0561	0.0031	0.9987	0.9969
ch.9778	Gene:WBGene00016435	IV:4083502-4084308	-	1.3289454857891216	0.0392	20	0.6852	0.7076	0.9986	0.9960	0.0003	0.0031	0.9980
ch.12471	Gene:WBGene00004496	V:103293-104176	-	2.0000000000000013	0.0023	7	0.9964	0.8572	0.0046	0.9972	0.0039	0.9986	0.4507
ch.18914	Gene:WBGene00017149	X:8726693-8727505	-	1.335412659830253	0.0064	4	0.9997	0.9888	0.9992	0.9991	0.0023	0.9975	0.0094
ch.939	Gene:WBGene00001039	I:5676726-5677745	+	1.37011403091374	0.0668	14	0.9933	0.9988	0.6146	0.1325	0.5504	0.4436	0.0451
ch.17584	Gene:WBGene00015142	X:530450-531108	-	1.9974094538596323	0.0024	6	0.0117	0.9972	0.9932	0.4827	0.0032	0.0024	0.9772
ch.11346	Gene:WBGene00012382	IV:11063429-11064236	-	0.6590271924511966	0.0205	20	0.9978	0.9405	0.9986	0.9965	0.9981	0.9907	0.9990
ch.10295	Gene:WBGene00018164	IV:6601573-6602542	+	1.3331448979616198	0.0237	8	0.2911	0.0006	0.9999	0.9854	0.9992	0.0095	0.9999
ch.15294	Gene:WBGene00003762	V:11616275-11616927	+	1.130884926687617	0.0844	39	0.9990	0.9900	0.9867	0.5944	0.9988	0.8137	0.9931
ch.700	Gene:WBGene00017002	I:4579863-4580700	-	1.7415480093758324	0.0000	4	0.5974	0.7533	0.9493	0.6373	0.9547	0.7110	0.8955
ch.9940	Gene:WBGene00044483	IV:4806596-4807418	-	1.3972157996398618	0.0405	7	0.0006	0.0044	0.0043	0.9952	0.0007	0.0046	0.9912
ch.19152	Gene:WBGene00009620	X:10302640-10303242	+	0.911240216410271	0.0020	2	0.4875	0.9838	0.0099	0.9935	0.9971	0.0070	0.4406
ch.4393	Gene:WBGene00194642	II:5668932-5669779	-	1.9997678650066761	1.3187	8	0.8844	0.0102	0.0028	0.3854	0.9979	0.0115	0.9974
ch.15300	Gene:WBGene00012101	V:11649978-11650861	-	1.331097236004677	0.1934	10	0.0017	0.3933	0.9959	0.5071	0.0019	0.0063	0.9973
ch.14504	Gene:WBGene00001694	V:8618931-8619969	+	1.9999844376950149	0.3563	13	0.9998	0.9999	0.3135	0.9754	0.0057	0.0015	0.9904
ch.5053	Gene:WBGene00009045	II:8467073-8468109	+	1.3463410476955207	0.0062	11	0.9973	0.9953	0.9958	0.9958	0.0105	0.0098	0.9991
ch.2332	Gene:WBGene00006707	I:11911219-11912152	+	1.3361193772260205	0.0024	8	0.9992	0.9468	0.9988	0.0010	0.0016	0.9998	0.3398
ch.162	Gene:WBGene00021690	I:1218326-1219101	-	1.999995172504517	0.0297	20	0.9966	0.9914	0.9996	0.1408	0.9986	0.0083	0.9818
ch.7098	Gene:WBGene00007630	III:4151953-4153014	+	0.6779326372356664	0.0495	29	0.9915	0.9741	0.9992	0.9909	0.9985	0.9988	0.0113
ch.19350	Gene:WBGene00004994	X:11487683-11488302	+	1.1997030076732063	0.0005	4	0.7380	0.8798	0.9911	0.9708	0.3928	0.9825	0.4776
ch.2011	Gene:WBGene00003587	I:10373272-10373961	-	1.0051757522984166	0.0001	6	0.4531	0.9969	0.9934	0.9997	0.0008	0.9921	0.6206
ch.18895	Gene:WBGene00044578	X:8610805-8611448	+	1.070575768362762	0.0063	5	0.9598	0.7243	0.7512	0.4678	0.0604	0.9612	0.5720
ch.14861	Gene:WBGene00010183	V:10064420-10065041	+	0.9684727857007676	0.0005	4	0.6326	0.9866	0.0570	0.5245	0.3621	0.9592	0.8477
ch.10821	Gene:WBGene00007765	IV:8915371-8916209	-	0.7997599004611963	0.1678	13	0.9983	0.9951	0.0013	0.9911	0.9890	0.0002	0.9963
ch.10916	Gene:WBGene00011859	IV:9338486-9339404	-	0.7100926636292842	0.0148	8	0.9954	0.9909	0.9940	0.0309	0.5060	0.0120	0.0296
ch.4742	Gene:WBGene00004447	II:7105462-7106415	+	0.36947393549473334	0.2422	19	0.3408	0.0208	0.9984	0.9995	0.0057	0.9951	0.9982
ch.12962	Gene:WBGene00017500	V:2322913-2323623	+	1.3415439044010296	0.9608	62	0.6735	0.5783	0.9964	0.9927	0.0141	0.0000	0.9955
ch.10399	Gene:WBGene00016399	IV:7153561-7154292	+	0.6358157994734218	0.1502	9	0.9499	0.9924	0.5941	0.6347	0.0458	0.0525	0.9999
ch.14071	Gene:WBGene00021960	V:7063073-7063817	+	1.9996372581967958	0.9500	8	0.9940	0.3051	0.9946	0.6242	0.9964	0.0016	0.2796
ch.6451	Gene:WBGene00005014	III:68972-69851	-	1.7364396781028815	0.6372	10	0.0008	0.0022	0.9962	0.9970	0.0004	0.0069	0.9885
ch.7828	Gene:WBGene00020112	III:7198050-7198983	-	0.07902351568473677	0.0783	11	0.0019	0.7340	0.0028	0.6261	0.0059	0.9320	0.9974
ch.14947	Gene:WBGene00007099	V:10314570-10315393	+	1.166152148487425	0.0461	8	0.0015	0.0030	0.9996	0.9891	0.3488	0.6628	0.9947
ch.1594	Gene:WBGene00004305	I:8591114-8592077	+	0.33038152958754247	0.0937	19	1.0000	0.7374	0.0028	0.9918	0.9752	0.9989	0.0186
ch.11262	Gene:WBGene00001730	IV:10737373-10738290	+	1.5989899306271729	0.1004	20	0.0048	0.9991	0.9960	0.9988	0.0021	0.9973	0.9838
ch.18451	Gene:WBGene00016658	X:6086023-6086666	+	1.275205060484068	0.1153	4	0.0036	0.5255	0.9934	0.9989	0.0087	0.0055	0.9989
ch.19632	Gene:WBGene00003741	X:13177755-13178546	-	1.3411938038592954	0.0075	4	0.9983	0.9853	0.9993	0.9995	0.0022	0.0025	0.8536
ch.9675	Gene:WBGene00021378	IV:3598555-3599405	-	0.8497315015809698	0.1655	5	0.9985	0.9826	0.9997	0.8594	0.0010	0.9991	0.9966
ch.8870	Gene:WBGene00013556	III:12250559-12251108	+	0.1831740723716671	0.0000	2	0.7332	0.8345	0.2498	0.2410	0.7904	0.1509	0.8715
ch.8786	Gene:WBGene00001235	III:11718733-11719549	-	0.6670037429671773	0.0816	10	0.9830	0.9963	0.0010	0.0031	0.0047	0.9994	0.0119
ch.6305	Gene:WBGene00009179	II:14389135-14390177	-	0.30803657100579096	0.2657	10	0.9910	0.6713	0.5423	0.9787	0.9953	0.0002	0.0055
ch.8827	Gene:WBGene00013236	III:11917735-11918818	-	1.9999999999999996	0.0001	5	0.0024	0.8693	0.9992	0.9980	0.9995	1.0000	0.5056
ch.1501	Gene:WBGene00012113	I:8134014-8135150	+	1.5679967363954757	0.0543	11	0.9996	0.9884	0.0009	0.0040	0.0000	0.9995	0.0422
ch.7497	Gene:WBGene00004435	III:5705424-5706226	-	1.0804390961361108	0.0024	47	0.9960	0.9915	0.9998	0.9992	0.0023	0.0019	0.9979
ch.1647	Gene:WBGene00006574	I:8759105-8759887	-	1.9999398869606	0.0107	13	0.9917	0.9980	0.0425	0.9951	0.0090	0.0023	0.4823
ch.2096	Gene:WBGene00016395	I:10682371-10683147	-	0.7705233338038249	0.1709	15	0.9971	0.3833	0.6227	0.0039	0.0013	0.0053	0.9836
ch.5206	Gene:WBGene00012004	II:9106414-9107244	-	1.8509955422778641	0.1008	8	0.9975	0.9797	0.9993	0.9982	0.9994	0.0019	0.8215
ch.15091	Gene:WBGene00001303	V:10896557-10897242	-	0.2970787552126728	0.0017	5	0.1994	0.9938	0.9955	0.0024	0.0006	0.9912	0.7654
ch.4286	Gene:WBGene00017293	II:5358594-5359568	+	0.6985131103049828	0.0603	7	0.9955	0.8902	0.6492	0.9929	0.9978	0.9962	0.0243
ch.14737	Gene:WBGene00001911	V:9547004-9547706	+	1.0562011082624307	0.0081	15	0.9946	0.9993	1.0000	0.9952	0.6737	0.0099	0.9949
ch.11881	Gene:WBGene00302964	IV:13386223-13386944	+	0.9915915147502988	0.1662	10	0.9986	0.5785	0.0108	0.9994	0.9911	0.0004	0.9940
ch.8209	Gene:WBGene00018422	III:8849900-8850631	-	1.367558581360478	0.0924	5	0.9991	0.9965	0.9969	0.9985	0.9875	0.0133	0.1201
ch.11936	Gene:WBGene00007459	IV:13650913-13651610	-	1.3199402460282619	0.3349	5	0.6567	0.0049	0.9827	0.0033	0.0033	0.0002	0.9840
ch.1342	Gene:WBGene00009915	I:7317545-7318436	+	1.3448231245477935	0.0073	11	0.9995	0.8244	0.9995	0.5356	0.0019	0.9972	0.5831
ch.11381	Gene:WBGene00007449	IV:11177976-11178694	-	1.9999940972493284	0.0063	7	0.9938	0.8731	0.9929	0.0014	0.0005	0.0015	0.7441
ch.8634	Gene:WBGene00012361	III:10707660-10708620	+	0.6701780935812642	0.0082	13	0.9981	0.9598	0.0056	0.9957	0.9965	0.9892	0.0068
ch.10906	Gene:WBGene00009880	IV:9319279-9320242	+	1.3499252774734418	0.6682	28	0.1082	0.6032	0.0009	0.9877	0.0028	0.0040	0.9959
ch.4774	Gene:WBGene00017127	II:7210650-7211479	-	1.3936857671085656	0.3835	8	0.9893	0.9996	0.0043	0.0001	0.9980	0.9937	0.0031
ch.174	Gene:WBGene00004888	I:1340577-1341364	+	0.584432645825046	0.1105	21	0.9996	0.9856	0.9956	0.9925	0.9970	0.9990	0.0194
ch.10971	Gene:WBGene00005003	IV:9593611-9594512	+	0.18721133012299757	0.1550	8	0.9951	0.9999	0.0014	0.9999	0.9954	0.0062	0.0290
ch.15722	Gene:WBGene00009139	V:13468275-13469184	+	0.483478379200795	0.2758	7	0.9967	0.9941	0.9990	0.1419	0.0007	0.1155	0.0097
ch.11435	Gene:WBGene00011337	IV:11354307-11355504	+	0.10916246932180262	0.1068	19	0.9932	0.9995	0.9929	0.9966	0.0178	0.4208	0.9990
ch.11163	Gene:WBGene00044922	IV:10277159-10278108	+	1.9986288244234436	0.1099	7	0.0064	0.9979	0.9976	0.2156	0.0721	0.0062	0.9957
ch.8275	Gene:WBGene00013986	III:9137951-9138800	-	1.351499426397318	0.1279	5	0.9978	0.3932	0.9999	0.9953	0.0021	0.0110	0.9946
ch.19154	Gene:WBGene00009624	X:10306494-10307050	+	0.7770367296046448	0.0015	6	0.3601	0.9304	0.6991	0.2766	0.3084	0.5588	0.6815
ch.15108	Gene:WBGene00008914	V:10948129-10949152	+	0.9177245210273365	0.0436	11	0.9999	0.9959	0.3763	0.9964	0.9913	0.9966	0.9980
ch.4807	Gene:WBGene00018391	II:7374394-7375336	+	0.7690026294167799	0.0154	8	0.9960	0.4067	0.9906	0.1830	0.0148	0.0001	0.9630
ch.933	Gene:WBGene00018894	I:5657816-5658811	-	1.3671707572713951	0.6070	21	0.0064	0.6545	0.9929	0.9977	0.0010	0.0032	0.9986
ch.20284	Gene:WBGene00003370	X:17455691-17456685	-	0.10696052870520685	0.0577	59	0.9948	0.9981	0.9996	0.0054	0.0005	0.9985	0.9970
ch.18761	Gene:WBGene00016916	X:7838781-7839480	+	1.1169815084623866	0.0182	2	0.7076	0.4599	0.5333	0.2643	0.9918	0.9986	0.3034
ch.14672	Gene:WBGene00017197	V:9254118-9254745	-	1.9981680884096695	0.0161	3	0.9997	0.7930	0.9962	0.9961	0.9970	0.0037	0.3484
ch.12745	Gene:WBGene00000556	V:1449564-1450282	-	1.9885484049910978	0.0000	4	0.0899	0.0715	0.8794	0.0366	0.3425	0.9521	0.3661
ch.9431	Gene:WBGene00044466	IV:1969636-1970379	+	1.4708048033581984	0.0001	3	0.1980	0.7588	0.4170	0.1711	0.6387	0.6294	0.9917
ch.8474	Gene:WBGene00007320	III:9999718-10000627	-	1.2955842179048749	0.1338	9	0.4881	0.0043	0.9959	0.4966	0.0001	0.0039	0.9995
ch.14307	Gene:WBGene00016505	V:7836992-7838008	-	1.982856477146741	0.0721	8	0.7357	0.1678	0.1502	0.9977	0.0136	0.0006	0.9962
ch.2931	Gene:WBGene00009287	I:15052909-15053771	+	1.3319937172881258	0.3631	9	0.0027	0.0004	0.9932	0.7005	0.0031	0.0006	0.9831
ch.18626	Gene:WBGene00020126	X:7029035-7029739	+	1.7949229588318454	0.0008	4	0.5011	0.5722	0.9823	0.1596	0.5326	0.9338	0.3342
ch.10463	Gene:WBGene00015216	IV:7444538-7445435	-	1.312745727812017	0.0052	4	0.9703	0.9936	0.5936	0.1101	0.4762	0.7717	0.0192
ch.1786	Gene:WBGene00007644	I:9419356-9420097	+	0.6937286592685541	0.0171	6	0.9991	0.9955	0.0203	0.9993	0.0087	0.0045	0.0098
ch.13873	Gene:WBGene00021392	V:6096096-6097192	+	0.6879903007164543	0.5444	8	0.0017	0.2770	0.9891	0.6676	0.0003	0.0097	0.9970
ch.16382	Gene:WBGene00010019	V:15816281-15817249	+	1.2949270377962767	0.0001	3	0.1939	0.5961	0.5247	0.1108	0.6043	0.7265	0.1593
ch.13776	Gene:WBGene00019754	V:5617500-5618437	+	0.686223552726498	0.0666	9	0.0005	0.9065	0.9855	0.0458	0.0032	0.0036	0.9891
ch.8085	Gene:WBGene00017360	III:8318577-8319359	-	1.3576140083797172	0.2621	4	0.0032	0.2063	0.9978	0.0002	0.9975	0.6347	0.9962
ch.6242	Gene:WBGene00008495	II:14001585-14002399	-	1.3102337193823659	0.0000	6	0.8594	0.8618	0.9716	0.5990	0.7841	0.2054	0.3622
